id,vid_id,weak_timestamp,clustered_adverb,clustered_action,task_num,adverb,action
1040,djQrOSTWSpg,147.39999999999995,coarsely,mix,105259,coarsely,blend
1044,RkCJvVA1uLU,51.0,finely,cut,105259,finely,chop
1045,RkCJvVA1uLU,65.95,finely,cut,105259,finely,slice
1051,ISOxD4mwz-w,142.17000000000004,finely,cut,105259,finely,chop
1070,ZLS9f2iC_dE,355.845,finely,cut,105259,finely,slice
1080,Ck8TEwAtlbE,346.51,finely,grind,105259,finely,grind
1118,Hi1gesLOtuw,91.545,finely,cut,105259,finely,chop
1119,Hi1gesLOtuw,324.745,finely,cut,105259,finely,mince
1228,NE4bDzLCA-4,23.925,finely,cut,16323,finely,chop
1229,LMYA_ql7z9g,103.25,finely,dip,16323,thinly,coat
1245,0kTKXg1renw,202.595,finely,stack,16323,thinly,stack
1246,0kTKXg1renw,245.59,finely,cut,16323,thinly,chop
1259,y7cRcTsVuNw,106.24,finely,cut,16323,finely,chop
1267,C3NHQQpN_o0,34.115,finely,cut,16323,finely,chop
1279,WTf5EgVY5uU,83.03999999999998,finely,carry,16323,thinly,bring
1330,ZC50zgeWE5g,32.0,finely,cut,16323,finely,chop
1350,DmhgC3bomcM,66.89,finely,cut,16323,thinly,slice
1352,DmhgC3bomcM,177.095,finely,cut,16323,thinly,slice
1369,3_x4ocoocUs,65.57499999999999,finely,cut,16323,finely,cut
1374,cWSqHFAQtzU,91.785,finely,cut,16323,finely,chop
1394,bamF2TgcVyc,249.435,finely,cut,16323,finely,chop
1395,bamF2TgcVyc,290.98,finely,cut,16323,finely,chop
1406,26e_NGOHo18,67.83,finely,take,16323,finely,remove
1415,LzekwP1hqmc,125.665,finely,cut,16323,finely,chop
1419,t3YwJTiisoQ,26.35,finely,cut,16323,thinly,slice
1454,k8JOIiI0Ndk,144.405,finely,grind,16323,finely,grind
1455,k8JOIiI0Ndk,161.26999999999995,finely,grind,16323,finely,grind
1475,enwUUUrB70o,126.07,finely,cut,16323,thinly,slice
1576,nq69Wlkm_n4,25.47,finely,cut,16323,finely,mince
1577,nq69Wlkm_n4,33.349999999999994,finely,cut,16323,finely,dice
1578,nq69Wlkm_n4,88.225,finely,cut,16323,finely,mince
1610,nT3-x6zUB5I,73.485,finely,cut,42901,finely,chop
1621,G9LU-KZTZs0,148.805,finely,cut,42901,thinly,slice
1638,zGNgA9fTSS4,710.625,coarsely,fill,42901,thickly,pack
1735,5Ko9h5qKdFk,51.045,finely,cut,34967,thinly,slice
1748,YJwIna8Eq-c,64.905,finely,cut,34967,finely,chop
1749,YJwIna8Eq-c,88.28999999999998,finely,cut,34967,finely,chop
1751,RGjM4bjS3RY,124.405,coarsely,grind,34967,coarsely,ground
1762,npq83xNO5Q4,65.66499999999999,finely,grind,34967,finely,grind
1764,npq83xNO5Q4,137.19,finely,grind,34967,finely,grind
1779,UnIgMLef9vg,189.715,finely,cut,34967,finely,chop
1814,18s2r2D9_R8,16.884999999999998,finely,grind,34967,finely,ground
1828,UHJe_2cPyWM,193.215,finely,cut,51659,finely,chop
1848,JQzcK9aJTW8,27.785,finely,cut,51659,thinly,slice
1854,haWfgJddTcM,27.785,finely,cut,51659,thinly,slice
1855,SQ0_Vlh0nRI,58.34,finely,cut,51659,finely,chop
1868,HW05eJczgxk,189.62,finely,cut,51659,finely,shred
1880,NN-2VQt9yk4,5.895,finely,cut,51659,finely,chop
1881,NN-2VQt9yk4,84.32,finely,cut,51659,finely,chop
1884,9XU1ok4AT4Q,210.51,finely,cut,51659,thinly,cut
1885,33NgT2Bhr7M,171.70999999999995,coarsely,cut,51659,not fine,chop
1887,YObXFx2N7wI,217.575,finely,cut,51659,fine,cut
1897,W4MvOGFwe9s,57.655,finely,cut,51659,thinly,slice
1898,W4MvOGFwe9s,60.39,finely,cut,51659,thinly,slice
1911,aFKzBIon_fQ,50.315,finely,cut,51659,thinly,slice
1913,QUpqegeKgfQ,199.855,finely,cut,51659,finely,chop
1930,3s2FpCiNDJM,70.22,finely,cut,51659,finely,chop
1931,JFTGig9QSNA,69.14,finely,cut,51659,thinly,slice
1933,R120ETnDutM,236.485,finely,cut,51659,thinly,slice
1941,TfDZ2rqxU-8,59.03,finely,cut,51659,thinly,slice
1943,yqxN69888iA,54.47,finely,cut,51659,thinly,slice
1946,OwDugHl7xk0,123.265,finely,cut,51659,fine,chop
1954,m7exhaXU3GI,105.455,finely,cut,51659,finely,slice
1959,nCGt_TXMPu0,79.59,finely,cut,51659,fine,chop
1963,8YPcSVg-C3o,81.465,finely,cut,51659,thinly,slice
1964,8YPcSVg-C3o,136.385,finely,cut,51659,thinly,slice
1971,_bmvzcATsSA,153.49,coarsely,cut,51659,coarsely,cut
1976,s4EUjCU-EwA,41.44,finely,cut,51659,finely,chop
1977,JKL6yE9I36I,44.315,finely,cut,51659,finely,chop
2086,Z-oF4Znv-bM,198.63,finely,spread,16136,thinly,spread
2087,2NzlVUoJ_P0,157.865,finely,cut,16136,finely,chop
2134,QlANvMh5ci0,104.0,coarsely,cut,16136,coarsely,chop
2348,uuYESSul2Do,43.17,finely,use,16136,fine,use
2349,JGDZDvlp6jo,127.785,finely,cut,16136,finely,chop
2605,yHdOqwI1DJk,259.71,finely,cut,81790,finely,slice
2770,uyZowFMkYqA,35.475,finely,grind,81790,finely,grind
2838,bPQVt41GFcc,196.585,finely,grate,26618,finely,grate
2942,uIH6ZVnGjx4,272.775,finely,press,26618,fine,mash
2951,oyOEEthm5LQ,93.27,finely,grate,26618,finely,grate
2973,cvkSsS1mIwU,53.855,finely,grind,26618,finely,grind
3297,aAx1Hzb-Ow8,301.225,coarsely,cut,100901,coarsely,chop
3314,BEwj2L9sTNQ,168.435,finely,cut,100901,finely,slice
3327,3UjHXcW46DE,18.425,finely,cut,100901,finely,chop
3328,3UjHXcW46DE,26.00500000000001,finely,cut,100901,finely,chop
3329,3UjHXcW46DE,72.045,finely,cut,100901,finely,chop
3335,eC9i4aR4Nac,92.175,finely,cut,100901,thinly,slice
3336,2urmwjUyihs,20.03,coarsely,press,100901,not finely,crush
3337,2urmwjUyihs,23.94,finely,press,100901,finely,crush
3350,6HaKOR4clK8,270.995,finely,cut,100901,thinly,slice
3356,0hS1SBKoqP4,54.14,finely,cut,100901,thinly,slice
3358,XwFAACNaNIU,66.25999999999999,finely,cut,100901,thinly,slice
3368,bhygEnfJpmM,64.3,finely,grate,100901,finely,grate
3380,HAgx7Rr7uQc,171.93,finely,cut,100901,finely,chop
3384,ZfSy6apUrgo,149.405,finely,cut,100901,thinly,slice
3393,KLK---tdMzM,33.86,finely,cut,100901,finely,chop
3394,zO2tu063YFo,39.58,finely,cut,100901,finely,dice
3395,zO2tu063YFo,131.28500000000003,finely,cut,100901,finely,chop
3396,1X_Zqj0navU,127.365,finely,cut,100901,finely,shred
3399,qeogPR6nRn8,360.78,finely,grate,100901,finely,grate
3722,ilr9J4rKBKE,79.00999999999998,finely,cut,109761,finely,chop
3768,ckD6W9Hs3-4,54.35,coarsely,press,109761,coarsely,mash
3881,aLFq8DxiHD8,159.685,finely,cut,113764,thinly,slice
3882,J6SdpXjiXrM,35.655,finely,cut,113764,thinly,slice
3884,A7USv2y5V-c,44.29,finely,cut,113764,thinly,cut
3887,m9tt0BgdU00,56.74500000000001,finely,cut,113764,finely,chop
3888,m9tt0BgdU00,61.41,finely,cut,113764,finely,chop
3893,i5bhgp_kzek,112.42,finely,cut,113764,finely,chop
3906,z7juoE_VWS4,180.445,finely,cut,113764,finely,slice
3928,w-j53NByxh4,36.075,finely,cut,113764,finely,chop
3931,w-j53NByxh4,244.28500000000003,finely,cut,113764,thinly,slice
3947,6G0a_KFXc8I,202.615,finely,cut,113764,finely,chop
3957,HAzLKOgGcgE,283.8,finely,cook,113764,fine,grill
3964,v_fwAfFSRK4,275.565,finely,cut,113764,thinly,slice
3978,p75prV88oEo,127.555,finely,cut,113764,thinly,slice
3979,p75prV88oEo,241.275,finely,cut,113764,thinly,slice
3986,nVZQlpzvGuQ,113.92,finely,cut,113764,finely,chop
3997,iIW0zTnoYio,255.46,coarsely,cut,113764,coarsely,chop
4006,gKYDxhlpbLI,64.425,finely,cut,113764,finely,chop
4051,0zmZjWQWj2w,82.39500000000002,finely,cut,113764,thinly,slice
4083,e9lkq8C3zXE,493.175,finely,grate,93376,finely,grate
4087,fyR4vStKNG8,39.095,finely,cut,93376,finely,chop
4100,T9fysJWY_dk,103.11,finely,cut,93376,fine,chop
4114,7nVmV4OxGqA,52.095,finely,cut,93376,thinly,slice
4115,FUm369Rrc44,23.585,finely,cut,93376,thinly,slice
4120,qE9ll7lISYs,170.235,finely,cut,93376,fine,mince
4149,PVWVX5Ol2Qw,50.97,finely,cut,93376,thinly,cut
4170,WT55scNXrvE,44.07,finely,cut,93376,finely,chop
4171,WT55scNXrvE,54.05,finely,cut,93376,finely,chop
4172,WT55scNXrvE,72.42,finely,cut,93376,finely,chop
4194,lBNLoQjMhLo,52.375,finely,cut,93376,thinly,cut
4207,xVisYQew2MM,108.685,finely,cut,93376,finely,mince
4212,s3qCAGhtZO8,125.845,finely,cut,93376,finely,chop
4214,s3qCAGhtZO8,270.105,finely,cut,93376,finely,chop
4219,R4KqL9hUCa0,62.195,finely,cut,93376,fine,chop
4223,VV30i_BXn6o,87.82499999999996,finely,cut,93376,finely,chop
4248,Vqcrhkra7pA,114.18,finely,cut,93376,finely,chop
4258,LDyHdcyiM7A,110.135,finely,cut,93376,finely,chop
4268,G9PQhdwoRxg,33.61,finely,cut,93376,finely,chop
4379,7w76nbJMYAo,408.155,finely,stick,40596,fine,stick
5095,fnqkoME_YjM,78.86,finely,cut,101028,finely,chop
5096,fnqkoME_YjM,158.3,finely,cut,101028,finely,chop
5101,fnqkoME_YjM,530.0450000000002,finely,cut,101028,finely,chop
5102,1Um9ioJgOaw,77.16999999999999,finely,cut,101028,thinly,slice
5169,zpBIRuiEu1U,61.38500000000001,coarsely,sprinkle,101028,coarsely,crumble
5214,sU4DgWXbtjA,90.305,finely,cut,101028,finely,chop
5711,I15-htHJF_I,98.515,finely,cut,118819,thinly,cut
6089,fs2ueysl_DA,24.605,finely,cut,106686,finely,chop
6099,tuSu31UcZc0,34.225,finely,cut,106686,finely,chop
6100,tuSu31UcZc0,48.35,finely,cut,106686,finely,chop
6121,XoZlBXgtmZw,267.28,finely,cut,106686,fine,chop
6124,fttEM_I7XVw,23.755,finely,cut,106686,finely,chop
6126,1XbpVjgaWAQ,47.845,finely,cut,106686,finely,chop
6127,1XbpVjgaWAQ,99.91,finely,cut,106686,finely,chop
6131,RvEnHfL-yaQ,32.13,finely,cut,106686,finely,chop
6156,_go7Uh7wXvc,90.395,coarsely,cut,106686,not fine,chop
6159,n1gBmmKP2lY,24.695,finely,cut,106686,finely,chop
6160,n1gBmmKP2lY,58.42,finely,cut,106686,thinly,slice
6162,0Y75zo9sy5w,20.405,finely,cut,106686,finely,chop
6174,i_wZnw6f5Fw,56.705,finely,cut,106686,thinly,slice
6176,LDaCx81MjMM,149.655,finely,grind,106686,finely,grind
6177,stQhgc0UHxM,49.475,finely,cut,106686,thinly,slice
6182,yGXzhuF5eeI,18.165,finely,cut,106686,finely,chop
6184,HX9_nwam0rg,65.46000000000001,finely,cut,106686,finely,chop
6185,HX9_nwam0rg,81.71000000000002,finely,grate,106686,finely,grate
6186,HX9_nwam0rg,120.365,finely,grind,106686,finely,grind
6187,HX9_nwam0rg,158.98000000000005,finely,cut,106686,finely,chop
6209,cMiKkoHy8CM,17.945,finely,cut,106686,finely,chop
6210,cMiKkoHy8CM,190.37,finely,cut,106686,fine,chop
6224,XHJBkRf2xyY,85.13,finely,cut,106686,finely,chop
6225,iOPFBLjR84I,70.625,finely,cut,106686,finely,chop
6240,Tb9DaBDFGG4,142.49,finely,peel,106686,thinly,peel
6241,Tb9DaBDFGG4,149.10500000000005,finely,cut,106686,thinly,slice
6242,Tb9DaBDFGG4,161.67000000000004,finely,cut,106686,thinly,slice
6243,Tb9DaBDFGG4,175.98,finely,cut,106686,thinly,slice
6245,8TkSJUy0naI,45.74500000000001,finely,add,106686,fine,add
6273,N2tcevFfEqI,21.62,finely,cut,106686,finely,chop
6274,s4ymRIfOSO0,102.855,finely,cut,106686,finely,chop
6275,s4ymRIfOSO0,624.61,finely,cut,106686,finely,chop
6276,s4ymRIfOSO0,632.24,finely,cut,106686,finely,chop
6277,s4ymRIfOSO0,640.225,finely,cut,106686,finely,chop
6282,C94W4fJVmCc,89.485,finely,cut,106686,finely,chop
6284,C94W4fJVmCc,122.535,finely,cut,106686,finely,slice
6303,0PVFajwdTFk,318.415,finely,cut,106686,finely,chop
6312,mVrPAPou9MU,209.645,finely,cut,106686,finely,chop
6326,NzXbURbvONg,176.76,finely,cut,106686,finely,chop
6334,AmSNobM6ebM,53.285,finely,cut,106686,finely,chop
6338,qBAGv6X23XA,67.11500000000001,finely,cut,106686,finely,slice
6339,Gaj_9IoV1D4,154.14,finely,cut,106686,fine,chop
6348,6kL_2oKHREo,57.525,finely,cut,106686,finely,chop
6349,6kL_2oKHREo,90.385,finely,cut,106686,finely,chop
6352,CGifc8hyw6U,40.05,finely,cut,106686,finely,chop
6354,gODjoA-csrg,57.355,finely,cut,106686,finely,chop
6355,gODjoA-csrg,155.555,finely,cut,106686,finely,mince
6356,gODjoA-csrg,166.78,finely,cut,106686,finely,mince
6358,wfeiluUiKQQ,220.79,coarsely,grind,106686,coarsely,grind
6389,GgTuaBIW9Nc,7.564999999999999,finely,cut,20898,finely,slice
6396,2TcVXTh2Tsg,131.765,finely,cut,20898,finely,slice
6411,TDhrKlcXu_k,253.695,finely,cut,20898,finely,slice
6412,0zeboswxMeQ,127.75,finely,cut,20898,thinly,chop
6414,xls1lRVPR-c,41.785,finely,cut,20898,finely,chop
6415,xls1lRVPR-c,50.915,finely,cut,20898,finely,chop
6416,xls1lRVPR-c,54.17,finely,cut,20898,finely,chop
6425,3kIcbW9tD6g,105.415,finely,cut,20898,finely,chop
6434,LLq4nOsoGmY,51.955,finely,cut,20898,finely,chop
6449,g71Cx52D348,91.165,finely,cut,20898,finely,chop
6453,fCNx99SA1Vs,232.79,finely,cut,20898,finely,slice
6454,fCNx99SA1Vs,274.35,finely,cut,20898,finely,chop
6476,mkAWbpxH9LI,40.145,finely,cut,20898,finely,chop
6477,mkAWbpxH9LI,44.45,finely,cut,20898,finely,chop
6500,mQ3vvnHDB2g,103.06,finely,cut,20898,finely,mince
6523,K-W9kQqP5sw,67.25,finely,cut,20898,finely,chop
6535,B0YTa161uPU,74.08500000000002,finely,cut,20898,finely,chop
6536,B0YTa161uPU,82.16499999999998,finely,cut,20898,finely,mince
6537,kwRm4w9rf1I,65.695,finely,press,20898,fine,crush
6572,ONtB-Ghqy58,95.34,finely,cut,20898,finely,chop
6573,M1L_e5dGjkE,92.695,finely,cut,20898,finely,chop
6574,M1L_e5dGjkE,102.33,finely,hit,20898,finely,tap
6575,M1L_e5dGjkE,108.93,finely,cut,20898,finely,chop
6584,wXckOdP33uk,195.375,finely,cut,20898,finely,chop
6600,UVz78SiqKSo,7.96,finely,cut,20898,finely,chop
6601,UVz78SiqKSo,20.415,finely,cut,20898,finely,chop
6602,UVz78SiqKSo,32.78,finely,cut,20898,finely,chop
6611,AISJBQugzdw,64.63,finely,cut,20898,thinly,slice
6612,AISJBQugzdw,93.985,finely,cut,20898,thinly,slice
6618,KL4mLNP6mgk,156.875,finely,cut,20898,finely,chop
6632,AKfMjeTDyoE,1007.55,finely,cut,20898,finely,chop
6633,AKfMjeTDyoE,1082.24,finely,cut,20898,finely,chop
6641,ZtmlQoZS9ks,34.455,finely,cut,20898,finely,chop
6642,ZtmlQoZS9ks,67.15,finely,cut,20898,finely,chop
6650,rrZiZraMkSY,174.675,finely,spread,20898,thinly,spread
6651,zC8ra20Wz68,147.655,finely,cut,20898,thinly,slice
6659,-yoEZeiSJ9s,47.605,finely,cut,20898,finely,chop
7194,5yxmi14ru10,93.735,finely,open,89899,fine,open
7588,ArX0FKnsU9M,23.62,finely,grind,118779,finely,ground
7590,ArX0FKnsU9M,99.275,finely,grind,118779,finely,grind
7592,Tve6Rx4_j88,501.605,finely,roll,118779,thinly,roll
7609,4tFjcagSK8M,159.715,coarsely,cut,118779,coarsely,chop
7618,1bd7JLAfXXA,565.085,finely,cut,118779,finely,mince
7659,pfWQMuRtsP8,280.18,finely,press,34938,finely,crush
7660,pfWQMuRtsP8,292.865,finely,press,34938,finely,crush
7672,fffTuOLxm0Y,334.2,finely,cut,34938,finely,chop
7686,LpYXdaQ1nHo,291.5900000000001,finely,grind,34938,finely,ground
7704,0nCYRJuWWug,24.35,finely,cut,34938,finely,chop
7764,-7eGMomFZL4,159.905,finely,use,34938,fine,use
7785,YHnAbwLuMQE,66.945,coarsely,cut,34938,coarsely,chop
7786,YHnAbwLuMQE,80.75,coarsely,cut,34938,not finely,chop
7789,ogDXuNOxlyM,109.73,coarsely,cut,34938,coarsely,chop
7790,ogDXuNOxlyM,797.83,coarsely,cut,34938,coarsely,chop
7817,OL8Ju0_Z8TU,71.02000000000002,finely,press,34938,finely,crush
7849,v2l-QRrp2hA,25.555,finely,grind,34938,finely,grind
7850,v2l-QRrp2hA,32.754999999999995,finely,grind,34938,finely,ground
8034,N0MMBstCcs0,485.725,finely,grate,34938,finely,grate
8067,g9i-Q1XARAs,282.33,finely,grate,34938,fine,grate
8144,HLbbIqE4pDU,168.945,finely,cut,31438,thinly,slice
8227,JIEm6xxT38A,24.05,finely,cut,31438,finely,slice
8228,JIEm6xxT38A,37.615,finely,press,31438,fine,crush
8232,VuvJxCObGFc,47.395,finely,cut,31438,thinly,slice
8234,VuvJxCObGFc,100.175,finely,cut,31438,thinly,slice
8308,DNw7Rnaq_kI,126.185,finely,cut,31438,thinly,slice
8348,HH9vJZeU43Q,201.635,finely,cut,31438,fine,chop
8359,rezSUfAJ74c,155.52499999999995,coarsely,cut,31438,coarsely,chop
8362,P_7c6hnOvUA,182.695,finely,cut,93400,finely,chop
8380,w9jNhLvBR8Q,870.16,finely,cut,93400,finely,cut
8388,Q7tQiDTQzHs,237.095,finely,cut,93400,thinly,cut
8401,SHGhzeYqHKc,53.41,finely,cut,93400,finely,chop
8417,hlHiolQ9vEs,45.59,finely,cut,93400,thinly,slice
8422,koSd_r01z2U,66.67,finely,cut,93400,finely,chop
8447,LJnNnamtZqY,58.655,finely,cut,93400,finely,chop
8456,D-hqpqPwzBA,426.535,finely,cut,93400,finely,chop
8457,Aq3JbsPAHsA,386.0,finely,cut,93400,finely,chop
8470,D6G6DTM8ViQ,64.815,finely,cut,93400,finely,slice
8471,D6G6DTM8ViQ,95.76,finely,cut,93400,thinly,slice
